"Vaccine","Geography Type","Geography","Survey Year/Influenza Season","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Influenza","States","Massachusetts","2014","Race and Ethnicity","White, Non-Hispanic","71.7","66.7 to 76.4","370"
"Influenza","States","Massachusetts","2014","Race and Ethnicity","Black, Non-Hispanic","72.9","67.2 to 78.1","307"
"Influenza","States","Massachusetts","2014","Race and Ethnicity","Hispanic","73.8","68.7 to 78.5","358"
"Influenza","States","Massachusetts","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.3","62.8 to 75.3","422"
"Influenza","States","Massachusetts","2013","Race and Ethnicity","Black, Non-Hispanic","70.9","65.2 to 76.2","287"
"Influenza","States","Massachusetts","2015","Age",">=18 Years","75.7","72.6 to 78.6","1275"
"Influenza","States","Massachusetts","2015","Age","18-24 Years","66.2","56.3 to 75.2","185"
"Influenza","States","Massachusetts","2015","Age","25-34 Years","75.4","71.5 to 79.1","777"
"Influenza","States","Massachusetts","2015","Age",">=35 Years","81.6","75.9 to 86.5","313"
"Influenza","States","Massachusetts","2015","Race and Ethnicity","White, Non-Hispanic","75.8","71.1 to 80.0","384"
"Influenza","States","Massachusetts","2015","Race and Ethnicity","Black, Non-Hispanic","69.3","61.5 to 76.3","259"
"Influenza","States","Massachusetts","2015","Race and Ethnicity","Hispanic","76.0","70.7 to 80.8","333"
"Influenza","States","Massachusetts","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","79.3","72.7 to 84.9","288"
"Influenza","States","Massachusetts","2016","Age",">=18 Years","73.1","69.8 to 76.3","1278"
"Influenza","States","Massachusetts","2016","Age","18-24 Years","65.9","55.6 to 75.2","175"
"Influenza","States","Massachusetts","2016","Age","25-34 Years","71.6","67.2 to 75.7","773"
"Influenza","States","Massachusetts","2016","Age",">=35 Years","80.4","74.2 to 85.7","330"
"Influenza","States","Massachusetts","2016","Race and Ethnicity","White, Non-Hispanic","69.9","64.7 to 74.8","371"
"Influenza","States","Massachusetts","2016","Race and Ethnicity","Black, Non-Hispanic","67.8","60.7 to 74.3","271"
"Influenza","States","Massachusetts","2016","Race and Ethnicity","Hispanic","79.6","74.5 to 84.0","323"
"Influenza","States","Massachusetts","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","83.0","76.9 to 88.1","304"
"Influenza","States","Massachusetts","2018","Age",">=18 Years","76.3","73.2 to 79.2","1401"
"Influenza","States","Massachusetts","2018","Age","18-24 Years","67.2","57.8 to 75.7","202"
"Influenza","States","Massachusetts","2018","Age","25-34 Years","75.7","71.8 to 79.3","864"
"Influenza","States","Massachusetts","2018","Age",">=35 Years","82.1","75.9 to 87.3","335"
"Influenza","States","Massachusetts","2018","Race and Ethnicity","White, Non-Hispanic","75.8","70.8 to 80.3","360"
"Influenza","States","Massachusetts","2018","Race and Ethnicity","Black, Non-Hispanic","68.1","62.3 to 73.5","307"
"Influenza","States","Massachusetts","2018","Race and Ethnicity","Hispanic","76.6","72.1 to 80.7","400"
"Influenza","States","Massachusetts","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","84.2","79.7 to 88.0","328"
"Influenza","States","Massachusetts","2017","Age",">=18 Years","72.5","69.3 to 75.6","1395"
"Influenza","States","Massachusetts","2017","Age","18-24 Years","59.8","50.3 to 68.8","212"
"Influenza","States","Massachusetts","2017","Age","25-34 Years","71.6","67.4 to 75.6","828"
"Influenza","States","Massachusetts","2017","Age",">=35 Years","80.5","74.4 to 85.7","355"
"Influenza","States","Massachusetts","2017","Race and Ethnicity","White, Non-Hispanic","71.6","66.4 to 76.4","341"
"Influenza","States","Massachusetts","2017","Race and Ethnicity","Black, Non-Hispanic","70.9","65.3 to 76.1","307"
"Influenza","States","Massachusetts","2017","Race and Ethnicity","Hispanic","70.7","65.6 to 75.5","402"
"Influenza","States","Massachusetts","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","79.2","72.4 to 85.0","320"
"Influenza","States","Massachusetts","2019","Age",">=18 Years","78.4","75.7 to 80.9","1663"
"Influenza","States","Massachusetts","2019","Age","18-24 Years","67.1","58.1 to 75.2","183"
"Influenza","States","Massachusetts","2019","Age","25-34 Years","78.1","74.6 to 81.3","1022"
"Influenza","States","Massachusetts","2019","Age",">=35 Years","82.9","77.6 to 87.4","458"
"Influenza","States","Massachusetts","2019","Race and Ethnicity","White, Non-Hispanic","80.2","76.0 to 84.0","502"
"Influenza","States","Massachusetts","2019","Race and Ethnicity","Black, Non-Hispanic","76.1","71.1 to 80.6","357"
"Influenza","States","Massachusetts","2019","Race and Ethnicity","Hispanic","74.5","69.9 to 78.8","409"
"Influenza","States","Massachusetts","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","81.9","76.3 to 86.7","379"
"Tdap","States","Massachusetts","2018","Race and Ethnicity","White, Non-Hispanic","91.0","87.3 to 93.9","351"
"Tdap","States","Massachusetts","2019","Race and Ethnicity","White, Non-Hispanic","91.4","88.1 to 94.0","489"
"Tdap","States","Massachusetts","2020","Race and Ethnicity","White, Non-Hispanic","89.6","85.4 to 92.9","323"
"Tdap","States","Massachusetts","2016","Age",">=18 Years","86.5","83.8 to 88.9","1181"
"Tdap","States","Massachusetts","2020","Age","18-24 Years","83.2","70.8 to 91.9","111"
"Tdap","States","Massachusetts","2019","Age","18-24 Years","84.6","76.6 to 90.7","165"
"Tdap","States","Massachusetts","2018","Age","18-24 Years","91.6","86.6 to 95.2","184"
"Tdap","States","Massachusetts","2016","Age","18-24 Years","79.6","69.7 to 87.4","153"
"Tdap","States","Massachusetts","2017","Age","18-24 Years","86.7","79.2 to 92.3","188"
"Tdap","States","Massachusetts","2019","Age",">=18 Years","89.5","87.3 to 91.4","1526"
"Tdap","States","Massachusetts","2020","Age",">=18 Years","89.2","86.6 to 91.4","1249"
"Tdap","States","Massachusetts","2018","Age",">=18 Years","90.2","87.9 to 92.2","1308"
"Tdap","States","Massachusetts","2017","Age",">=18 Years","88.6","86.2 to 90.7","1288"
"Tdap","States","Massachusetts","2016","Race and Ethnicity","White, Non-Hispanic","87.2","83.1 to 90.6","365"
"Tdap","States","Massachusetts","2017","Race and Ethnicity","White, Non-Hispanic","90.4","86.6 to 93.4","327"
"Tdap","States","Massachusetts","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","89.1","84.0 to 93.0","279"
"Tdap","States","Massachusetts","2020","Race and Ethnicity","Hispanic","88.5","84.2 to 92.0","315"
"Tdap","States","Massachusetts","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","88.6","82.6 to 93.1","351"
"Tdap","States","Massachusetts","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","93.0","89.3 to 95.7","303"
"Tdap","States","Massachusetts","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","93.7","90.2 to 96.2","303"
"Tdap","States","Massachusetts","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","87.4","81.4 to 92.0","301"
"Tdap","States","Massachusetts","2019","Race and Ethnicity","Black, Non-Hispanic","88.0","83.9 to 91.4","322"
"Tdap","States","Massachusetts","2016","Race and Ethnicity","Hispanic","83.6","77.8 to 88.4","282"
"Tdap","States","Massachusetts","2017","Race and Ethnicity","Hispanic","86.7","82.6 to 90.1","368"
"Tdap","States","Massachusetts","2019","Race and Ethnicity","Hispanic","86.4","82.3 to 89.8","351"
"Tdap","States","Massachusetts","2018","Race and Ethnicity","Hispanic","89.3","85.7 to 92.3","367"
"Tdap","States","Massachusetts","2020","Race and Ethnicity","Black, Non-Hispanic","86.3","81.9 to 90.0","303"
"Tdap","States","Massachusetts","2018","Race and Ethnicity","Black, Non-Hispanic","82.1","75.5 to 87.6","280"
"Tdap","States","Massachusetts","2017","Race and Ethnicity","Black, Non-Hispanic","84.1","79.2 to 88.3","267"
"Tdap","States","Massachusetts","2019","Age","25-34 Years","90.2","87.4 to 92.5","930"
"Tdap","States","Massachusetts","2020","Age","25-34 Years","89.0","85.6 to 91.8","757"
"Tdap","States","Massachusetts","2016","Age","25-34 Years","87.1","83.5 to 90.1","714"
"Tdap","States","Massachusetts","2018","Age","25-34 Years","90.0","87.0 to 92.5","812"
"Tdap","States","Massachusetts","2017","Age","25-34 Years","88.1","84.9 to 90.8","768"
"Tdap","States","Massachusetts","2016","Race and Ethnicity","Black, Non-Hispanic","84.4","79.1 to 88.8","246"
"Tdap","States","Massachusetts","2020","Age",">=35 Years","91.7","87.2 to 95.0","381"
"Tdap","States","Massachusetts","2016","Age",">=35 Years","88.5","83.5 to 92.4","314"
"Tdap","States","Massachusetts","2017","Age",">=35 Years","90.6","85.9 to 94.1","332"
"Tdap","States","Massachusetts","2019","Age",">=35 Years","89.7","85.1 to 93.3","431"
"Tdap","States","Massachusetts","2018","Age",">=35 Years","90.2","84.9 to 94.1","312"
"Tdap","National","United States","2018","Race and Ethnicity","Black, Non-Hispanic","65.8","63.3 to 68.2","4579"
"Tdap","National","United States","2017","Race and Ethnicity","Black, Non-Hispanic","66.3","63.7 to 68.8","3754"
"Tdap","National","United States","2013","Age",">=18 Years","32.8","31.4 to 34.2","10036"
"Tdap","National","United States","2012","Age",">=18 Years","14.7","13.5 to 16.0","7818"
"Tdap","National","United States","2016","Age",">=18 Years","72.3","71.3 to 73.3","22367"
"Tdap","National","United States","2014","Age",">=18 Years","47.8","46.2 to 49.4","8583"
"Tdap","National","United States","2015","Age",">=18 Years","53.4","52.0 to 54.8","13178"
"Tdap","National","United States","2020","Age",">=18 Years","78.5","77.7 to 79.3","20095"
"Tdap","National","United States","2019","Age",">=18 Years","79.2","78.4 to 80.0","21978"
"Tdap","National","United States","2018","Age",">=18 Years","76.7","75.8 to 77.5","21691"
"Tdap","National","United States","2017","Age",">=18 Years","75.8","74.9 to 76.7","18743"
"Tdap","National","United States","2016","Age","18-24 Years","71.4","69.2 to 73.5","5080"
"Tdap","National","United States","2017","Age","18-24 Years","72.9","70.8 to 75.0","4093"
"Tdap","National","United States","2013","Age","18-24 Years","33.8","30.9 to 36.8","2675"
"Tdap","National","United States","2012","Age","18-24 Years","15.1","12.6 to 17.8","2150"
"Tdap","National","United States","2014","Age","18-24 Years","41.7","38.4 to 45.0","2078"
"Tdap","National","United States","2015","Age","18-24 Years","49.0","45.8 to 52.2","3192"
"Tdap","National","United States","2019","Age","18-24 Years","76.7","74.6 to 78.7","4246"
"Tdap","National","United States","2018","Age","18-24 Years","73.9","71.9 to 75.8","4718"
"Tdap","National","United States","2020","Age","18-24 Years","71.9","69.7 to 74.1","3879"
"Tdap","National","United States","2012","Age","25-34 Years","14.3","12.8 to 15.9","4471"
"Tdap","National","United States","2016","Race and Ethnicity","White, Non-Hispanic","74.0","72.8 to 75.2","10748"
"Tdap","National","United States","2017","Race and Ethnicity","White, Non-Hispanic","76.9","75.7 to 78.0","9544"
"Tdap","National","United States","2013","Race and Ethnicity","White, Non-Hispanic","32.8","31.1 to 34.5","6029"
"Tdap","National","United States","2012","Race and Ethnicity","White, Non-Hispanic","13.4","12.1 to 14.8","4643"
"Tdap","National","United States","2014","Race and Ethnicity","White, Non-Hispanic","50.9","49.0 to 52.8","5056"
"Tdap","National","United States","2015","Race and Ethnicity","White, Non-Hispanic","57.5","55.8 to 59.2","7158"
"Tdap","National","United States","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","80.9","78.5 to 83.2","3770"
"Tdap","National","United States","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","81.7","79.3 to 83.9","3184"
"Tdap","National","United States","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","82.1","79.7 to 84.3","3106"
"Tdap","National","United States","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","78.8","76.3 to 81.2","2629"
"Tdap","National","United States","2020","Race and Ethnicity","Hispanic","79.9","77.6 to 82.1","2861"
"Tdap","National","United States","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","31.3","26.7 to 36.2","940"
"Tdap","National","United States","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","14.9","11.0 to 19.5","801"
"Tdap","National","United States","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","73.5","70.5 to 76.3","3485"
"Tdap","National","United States","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","46.3","41.0 to 51.6","911"
"Tdap","National","United States","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","55.6","51.2 to 60.0","1373"
"Tdap","National","United States","2016","Race and Ethnicity","Hispanic","71.3","68.8 to 73.7","3960"
"Tdap","National","United States","2017","Race and Ethnicity","Hispanic","76.6","74.0 to 79.0","2740"
"Tdap","National","United States","2019","Race and Ethnicity","Hispanic","81.5","79.2 to 83.6","3048"
"Tdap","National","United States","2018","Race and Ethnicity","Hispanic","78.4","76.0 to 80.6","2973"
"Tdap","National","United States","2019","Race and Ethnicity","Black, Non-Hispanic","70.7","68.1 to 73.2","3948"
"Tdap","National","United States","2020","Race and Ethnicity","Black, Non-Hispanic","66.2","63.8 to 68.6","3647"
"Tdap","National","United States","2015","Race and Ethnicity","Black, Non-Hispanic","50.1","46.9 to 53.3","2126"
"Tdap","National","United States","2013","Race and Ethnicity","Hispanic","36.3","32.5 to 40.2","1488"
"Tdap","National","United States","2012","Race and Ethnicity","Hispanic","19.9","16.4 to 23.7","1103"
"Tdap","National","United States","2014","Race and Ethnicity","Hispanic","40.4","35.9 to 45.0","1121"
"Tdap","National","United States","2015","Race and Ethnicity","Hispanic","45.4","41.6 to 49.3","2491"
"Tdap","National","United States","2016","Age",">=35 Years","71.6","69.3 to 73.8","4083"
"Tdap","National","United States","2017","Age",">=35 Years","73.6","71.4 to 75.7","3441"
"Tdap","National","United States","2019","Age",">=35 Years","77.6","75.6 to 79.5","4447"
"Tdap","National","United States","2018","Age",">=35 Years","74.9","72.9 to 76.8","4052"
"Tdap","National","United States","2014","Race and Ethnicity","Black, Non-Hispanic","39.7","35.2 to 44.4","1455"
"Tdap","National","United States","2013","Race and Ethnicity","Black, Non-Hispanic","29.8","25.4 to 34.4","1530"
"Tdap","National","United States","2016","Race and Ethnicity","Black, Non-Hispanic","65.9","62.9 to 68.8","4100"
"Tdap","National","United States","2020","Age",">=35 Years","78.7","76.8 to 80.5","4108"
"Tdap","National","United States","2015","Age",">=35 Years","55.9","52.4 to 59.3","2332"
"Tdap","National","United States","2012","Race and Ethnicity","Black, Non-Hispanic","15.9","11.7 to 20.9","1239"
"Tdap","National","United States","2013","Age","25-34 Years","32.9","31.1 to 34.7","5731"
"Tdap","National","United States","2014","Age","25-34 Years","50.5","48.5 to 52.5","5120"
"Tdap","National","United States","2016","Age","25-34 Years","72.9","71.6 to 74.1","13204"
"Tdap","National","United States","2018","Age","25-34 Years","78.2","77.1 to 79.3","12921"
"Tdap","National","United States","2017","Age","25-34 Years","77.4","76.3 to 78.5","11209"
"Tdap","National","United States","2020","Age","25-34 Years","80.5","79.5 to 81.5","12108"
"Tdap","National","United States","2019","Age","25-34 Years","80.5","79.4 to 81.5","13285"
"Tdap","National","United States","2014","Age",">=35 Years","47.0","43.1 to 51.0","1385"
"Tdap","National","United States","2013","Age",">=35 Years","30.9","27.6 to 34.3","1630"
"Tdap","National","United States","2015","Age","25-34 Years","54.5","52.7 to 56.3","7654"
"Tdap","National","United States","2012","Age",">=35 Years","15.7","12.7 to 19.1","1197"
"Tdap","National","United States","2018","Race and Ethnicity","White, Non-Hispanic","77.6","76.5 to 78.7","10959"
"Tdap","National","United States","2020","Race and Ethnicity","White, Non-Hispanic","80.4","79.3 to 81.4","9757"
"Tdap","National","United States","2019","Race and Ethnicity","White, Non-Hispanic","80.1","79.0 to 81.2","11702"
"Influenza","States","NY-City of New York","2017","Age",">=18 Years","59.8","56.7 to 62.8","1213"
"Influenza","States","NY-City of New York","2017","Age","18-24 Years","58.5","50.5 to 66.2","187"
"Influenza","States","NY-City of New York","2017","Age","25-34 Years","58.1","53.9 to 62.2","645"
"Influenza","States","NY-City of New York","2017","Age",">=35 Years","63.9","58.4 to 69.2","381"
"Influenza","States","NY-City of New York","2017","Race and Ethnicity","White, Non-Hispanic","55.3","49.9 to 60.6","388"
"Influenza","States","NY-City of New York","2017","Race and Ethnicity","Black, Non-Hispanic","50.5","43.4 to 57.6","247"
"Influenza","States","NY-City of New York","2017","Race and Ethnicity","Hispanic","65.8","60.0 to 71.3","344"
"Influenza","States","NY-City of New York","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","68.9","61.9 to 75.3","232"
"Influenza","States","NY-City of New York","2021","Age",">=18 Years","56.2","52.9 to 59.5","1213"
"Influenza","States","NY-City of New York","2021","Age","18-24 Years","44.5","34.9 to 54.4","136"
"Influenza","States","NY-City of New York","2021","Age","25-34 Years","55.7","51.2 to 60.1","688"
"Influenza","States","NY-City of New York","2021","Age",">=35 Years","62.5","56.5 to 68.2","389"
"Tdap","States","NY-City of New York","2021","Age",">=18 Years","66.5","63.2 to 69.7","1129"
"Tdap","States","NY-City of New York","2021","Age","18-24 Years","59.7","49.4 to 69.4","123"
"Tdap","States","NY-City of New York","2021","Age","25-34 Years","65.2","60.7 to 69.5","643"
"Tdap","States","NY-City of New York","2021","Age",">=35 Years","72.0","66.2 to 77.3","363"
"Influenza","States","NY-City of New York","2021","Race and Ethnicity","White, Non-Hispanic","56.9","51.1 to 62.6","372"
"Influenza","States","NY-City of New York","2021","Race and Ethnicity","Black, Non-Hispanic","38.2","30.7 to 46.1","249"
"Influenza","States","NY-City of New York","2021","Race and Ethnicity","Hispanic","58.5","52.3 to 64.5","358"
"Influenza","States","NY-City of New York","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.2","61.6 to 76.1","232"
"Tdap","States","NY-City of New York","2021","Race and Ethnicity","White, Non-Hispanic","60.5","54.5 to 66.2","353"
"Tdap","States","NY-City of New York","2021","Race and Ethnicity","Black, Non-Hispanic","51.1","42.7 to 59.5","228"
"Tdap","States","NY-City of New York","2021","Race and Ethnicity","Hispanic","73.1","67.2 to 78.5","334"
"Tdap","States","NY-City of New York","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","82.9","76.0 to 88.5","212"
"Influenza","States","NY-City of New York","2013","Race and Ethnicity","White, Non-Hispanic","52.2","46.2 to 58.2","364"
"Influenza","States","NY-City of New York","2013","Race and Ethnicity","Black, Non-Hispanic","38.5","30.9 to 46.6","273"
"Influenza","States","NY-City of New York","2013","Race and Ethnicity","Hispanic","42.9","37.2 to 48.7","439"
"Influenza","States","NY-City of New York","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","50.0","41.8 to 58.2","229"
"Influenza","States","NY-City of New York","2013","Age",">=18 Years","46.4","43.1 to 49.7","1306"
"Influenza","States","NY-City of New York","2013","Age","18-24 Years","34.5","27.6 to 42.0","267"
"Influenza","States","NY-City of New York","2013","Age","25-34 Years","46.3","41.9 to 50.8","713"
"Influenza","States","NY-City of New York","2014","Age",">=18 Years","52.8","49.7 to 55.8","1225"
"Influenza","States","NY-City of New York","2014","Age","18-24 Years","47.0","39.9 to 54.2","224"
"Influenza","States","NY-City of New York","2014","Age","25-34 Years","52.9","48.8 to 56.9","692"
"Influenza","States","NY-City of New York","2014","Age",">=35 Years","57.3","51.1 to 63.4","309"
"Influenza","States","NY-City of New York","2014","Race and Ethnicity","White, Non-Hispanic","51.4","46.0 to 56.8","384"
"Influenza","States","NY-City of New York","2014","Race and Ethnicity","Black, Non-Hispanic","40.4","33.5 to 47.6","247"
"Influenza","States","NY-City of New York","2014","Race and Ethnicity","Hispanic","57.3","51.7 to 62.7","372"
"Influenza","States","NY-City of New York","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","59.8","52.5 to 66.8","221"
"Influenza","States","NY-City of New York","2015","Race and Ethnicity","Hispanic","63.3","58.1 to 68.3","425"
"Influenza","States","NY-City of New York","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","58.1","50.9 to 65.0","236"
"Influenza","States","NY-City of New York","2015","Age",">=18 Years","58.3","55.4 to 61.1","1378"
"Influenza","States","NY-City of New York","2015","Age","18-24 Years","56.2","49.3 to 62.9","252"
"Influenza","States","NY-City of New York","2015","Age","25-34 Years","57.3","53.4 to 61.1","759"
"Influenza","States","NY-City of New York","2015","Age",">=35 Years","62.3","56.7 to 67.7","367"
"Influenza","States","NY-City of New York","2015","Race and Ethnicity","White, Non-Hispanic","59.9","55.0 to 64.7","454"
"Influenza","States","NY-City of New York","2015","Race and Ethnicity","Black, Non-Hispanic","47.4","40.5 to 54.4","262"
"Influenza","States","NY-City of New York","2013","Age",">=35 Years","57.0","50.1 to 63.7","326"
"Influenza","States","NY-City of New York","2019","Age",">=18 Years","64.2","61.0 to 67.3","1191"
"Influenza","States","NY-City of New York","2019","Age","18-24 Years","63.2","54.1 to 71.7","160"
"Influenza","States","NY-City of New York","2019","Age","25-34 Years","65.1","60.8 to 69.2","656"
"Influenza","States","NY-City of New York","2019","Age",">=35 Years","63.1","57.3 to 68.6","375"
"Influenza","States","NY-City of New York","2019","Race and Ethnicity","White, Non-Hispanic","65.5","59.9 to 70.8","387"
"Influenza","States","NY-City of New York","2019","Race and Ethnicity","Black, Non-Hispanic","54.4","45.8 to 62.8","206"
"Influenza","States","NY-City of New York","2019","Race and Ethnicity","Hispanic","67.0","61.0 to 72.6","337"
"Influenza","States","NY-City of New York","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","66.0","58.9 to 72.6","255"
"Influenza","States","NY-City of New York","2018","Age",">=18 Years","60.1","57.0 to 63.1","1438"
"Influenza","States","NY-City of New York","2018","Age","18-24 Years","51.7","43.5 to 59.8","207"
"Influenza","States","NY-City of New York","2018","Age","25-34 Years","59.6","55.4 to 63.7","790"
"Influenza","States","NY-City of New York","2018","Age",">=35 Years","65.7","60.0 to 71.1","441"
"Influenza","States","NY-City of New York","2018","Race and Ethnicity","White, Non-Hispanic","57.7","52.4 to 62.9","446"
"Influenza","States","NY-City of New York","2018","Race and Ethnicity","Black, Non-Hispanic","45.8","38.3 to 53.5","412"
"Influenza","States","NY-City of New York","2018","Race and Ethnicity","Hispanic","67.0","61.1 to 72.5","341"
"Influenza","States","NY-City of New York","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","69.0","61.9 to 75.5","237"
"Influenza","States","NY-City of New York","2016","Age",">=18 Years","56.2","53.3 to 59.1","1358"
"Influenza","States","NY-City of New York","2016","Age","18-24 Years","51.7","44.2 to 59.2","216"
"Influenza","States","NY-City of New York","2016","Age","25-34 Years","55.6","51.8 to 59.4","762"
"Influenza","States","NY-City of New York","2016","Age",">=35 Years","60.7","55.1 to 66.1","380"
"Influenza","States","NY-City of New York","2016","Race and Ethnicity","White, Non-Hispanic","54.2","49.2 to 59.1","451"
"Influenza","States","NY-City of New York","2016","Race and Ethnicity","Black, Non-Hispanic","49.8","42.9 to 56.7","265"
"Influenza","States","NY-City of New York","2016","Race and Ethnicity","Hispanic","60.1","54.7 to 65.3","394"
"Influenza","States","NY-City of New York","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.2","54.4 to 67.7","248"
"Influenza","States","New Jersey","2013","Age",">=18 Years","43.2","39.6 to 46.9","902"
"Influenza","States","New Jersey","2013","Age","18-24 Years","42.9","34.1 to 52.0","170"
"Influenza","States","New Jersey","2013","Age","25-34 Years","41.5","36.9 to 46.2","548"
"Influenza","States","New Jersey","2013","Age",">=35 Years","48.5","40.4 to 56.7","184"
"Influenza","States","New Jersey","2013","Race and Ethnicity","White, Non-Hispanic","45.1","39.1 to 51.2","338"
"Influenza","States","New Jersey","2013","Race and Ethnicity","Black, Non-Hispanic","35.3","27.7 to 43.4","185"
"Influenza","States","New Jersey","2013","Race and Ethnicity","Hispanic","43.3","36.3 to 50.5","217"
"Influenza","States","New Jersey","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","44.3","36.0 to 52.9","161"
"Influenza","States","New Jersey","2021","Age",">=18 Years","53.9","50.3 to 57.4","906"
"Influenza","States","New Jersey","2021","Age","18-24 Years","37.7","27.2 to 49.1","98"
"Influenza","States","New Jersey","2021","Age","25-34 Years","53.8","49.0 to 58.5","514"
"Influenza","States","New Jersey","2021","Age",">=35 Years","59.9","53.6 to 66.0","294"
"Influenza","States","New Jersey","2015","Age","25-34 Years","49.4","45.2 to 53.6","669"
"Influenza","States","New Jersey","2015","Age",">=35 Years","49.7","42.8 to 56.6","257"
"Influenza","States","New Jersey","2015","Race and Ethnicity","White, Non-Hispanic","52.7","47.3 to 58.1","403"
"Influenza","States","New Jersey","2015","Race and Ethnicity","Black, Non-Hispanic","30.8","24.0 to 38.3","196"
"Influenza","States","New Jersey","2015","Race and Ethnicity","Hispanic","48.1","42.0 to 54.2","291"
"Influenza","States","New Jersey","2021","Race and Ethnicity","White, Non-Hispanic","57.9","51.9 to 63.7","326"
"Influenza","States","New Jersey","2021","Race and Ethnicity","Black, Non-Hispanic","35.5","27.3 to 44.3","140"
"Influenza","States","New Jersey","2021","Race and Ethnicity","Hispanic","47.9","41.6 to 54.3","265"
"Influenza","States","New Jersey","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","71.8","64.1 to 78.6","174"
"Influenza","States","New Jersey","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","56.2","48.9 to 63.3","216"
"Influenza","States","New Jersey","2015","Age",">=18 Years","48.5","45.2 to 51.8","1111"
"Influenza","States","New Jersey","2015","Age","18-24 Years","43.2","35.2 to 51.5","185"
"Influenza","States","New Jersey","2014","Age",">=18 Years","46.7","43.6 to 49.8","1283"
"Influenza","States","New Jersey","2014","Age","18-24 Years","39.0","31.8 to 46.5","241"
"Influenza","States","New Jersey","2014","Age","25-34 Years","48.3","44.2 to 52.4","768"
"Influenza","States","New Jersey","2014","Age",">=35 Years","48.1","41.3 to 54.9","274"
"Influenza","States","New Jersey","2014","Race and Ethnicity","White, Non-Hispanic","49.1","43.9 to 54.4","457"
"Influenza","States","New Jersey","2014","Race and Ethnicity","Black, Non-Hispanic","33.4","27.0 to 40.3","249"
"Influenza","States","New Jersey","2014","Race and Ethnicity","Hispanic","47.5","41.8 to 53.3","352"
"Influenza","States","New Jersey","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","51.2","44.0 to 58.4","223"
"Influenza","States","Illinois","2021","Age",">=18 Years","54.8","51.4 to 58.2","1096"
"Influenza","States","Illinois","2021","Age","18-24 Years","44.5","35.1 to 54.2","148"
"Influenza","States","Illinois","2021","Age","25-34 Years","53.2","48.9 to 57.4","678"
"Influenza","States","Illinois","2021","Age",">=35 Years","66.6","59.6 to 73.1","270"
"Influenza","States","Illinois","2021","Race and Ethnicity","White, Non-Hispanic","60.0","55.4 to 64.4","582"
"Influenza","States","Illinois","2021","Race and Ethnicity","Black, Non-Hispanic","33.7","25.0 to 43.3","167"
"Influenza","States","Illinois","2021","Race and Ethnicity","Hispanic","53.2","45.9 to 60.4","241"
"Influenza","States","Illinois","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","63.6","51.1 to 74.9","99"
"Influenza","States","Illinois","2013","Race and Ethnicity","White, Non-Hispanic","58.8","54.9 to 62.6","739"
"Influenza","States","Illinois","2013","Race and Ethnicity","Black, Non-Hispanic","40.2","31.8 to 49.1","197"
"Influenza","States","Illinois","2013","Race and Ethnicity","Hispanic","56.0","49.6 to 62.3","289"
"Influenza","States","Illinois","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","63.7","53.4 to 73.2","114"
"Influenza","States","Illinois","2015","Race and Ethnicity","White, Non-Hispanic","56.8","53.0 to 60.5","804"
"Influenza","States","Illinois","2015","Race and Ethnicity","Black, Non-Hispanic","43.9","36.9 to 51.1","270"
